id,troopname,stationname,year,month,reportingperiod,stopoutcome,movingflag,driverrace,poststopinteraction,exit,frisk,vehiclesearch,personsearch,consentrequest,useofforce,k9,evidenceseizure,arrest,totalpersonsinteractedwith,totalpersonsarrested,totalarrestedcharged,totalwantedpersons,totaldwi,totalobstruction,totalparaphrenalia,totalpossession,totalweapons,totalothercharges,totalarrestednotcharged,movingsummons,nonmovingsummons,movingwarning,nonmovingwarning,totalsummons,totalwarnings,statutenumber,statutename
5780246,A,Bridgeton,2020,7,24,Unknown,U,White,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5780412,A,Bridgeton,2020,7,24,Unknown,U,Hispanic,1,1,1,1,1,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,,,,,,,,,
5780893,A,Bridgeton,2020,7,24,Unknown,U,Hispanic,1,0,0,1,1,0,0,0,1,1,3,1,1,0,0,0,1,3,3,0,,,,,,,,,
5780971,A,Bridgeton,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,2,2,1,0,0,0,0,1,0,0,1,,,,,,,,
5781438,A,Bridgeton,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,,0,0,0,0,0,0,0,1,,,,,,,,
5782361,A,Bridgeton,2020,10,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,
5782875,A,Bridgeton,2020,10,24,Unknown,U,Black,1,0,0,1,1,0,1,0,1,1,3,3,3,0,0,3,1,1,0,0,,,,,,,,,
5783926,A,Bridgeton,2020,11,24,Unknown,U,Black,1,1,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,
5783950,A,Bridgeton,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5784628,A,Bridgeton,2020,12,24,Unknown,U,Black,1,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
5785858,A,Woodbine,2020,9,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,,,,,,,,,
5785863,A,Woodbine,2020,9,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,,,,,,,,,
5786423,A,Woodbine,2020,10,24,Unknown,U,White,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5787322,A,Woodbine,2020,11,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5789614,A,Buena Vista,2020,8,24,Unknown,U,White,1,0,0,1,1,0,0,0,1,1,2,1,1,0,0,0,0,1,0,1,,,,,,,,,
5790562,A,Buena Vista,2020,9,24,Unknown,U,White,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5792643,A,Buena Vista,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5794519,A,Port Norris,2020,7,24,Unknown,U,White,1,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,
5794547,A,Port Norris,2020,7,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5794595,A,Port Norris,2020,7,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,3,3,2,1,1,2,0,0,0,0,1,,,,,,,,
5797647,A,Port Norris,2020,10,24,Unknown,U,Hispanic,1,0,0,1,1,0,0,0,1,1,2,2,2,0,1,2,0,0,0,2,,,,,,,,,
5798145,A,Port Norris,2020,10,24,Unknown,U,Black,1,0,0,1,1,0,0,0,1,1,2,2,2,0,0,0,0,2,0,1,,,,,,,,,
5798951,A,Port Norris,2020,11,24,Unknown,U,White,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
5801983,A,Woodstown,2020,8,24,Unknown,U,White,1,0,0,1,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,,,,,,,,,
5804524,A,Woodstown,2020,11,24,Unknown,U,Hispanic,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5805372,A,Atlantic City,2020,7,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,2,2,1,0,0,0,1,1,0,0,1,,,,,,,,
5805407,A,Atlantic City,2020,7,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,2,0,1,0,0,,,,,,,,,
5806374,A,Atlantic City,2020,8,24,Unknown,U,Black,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,2,0,1,,,,,,,,,
5807930,A,Atlantic City,2020,9,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5808933,A,Atlantic City,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,2,0,1,0,0,,,,,,,,,
5809587,A,Atlantic City,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,,0,0,0,0,0,0,0,1,,,,,,,,
5809909,A,Atlantic City,2020,11,24,Unknown,U,Hispanic,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,2,0,1,0,1,,,,,,,,,
5811153,A,Atlantic City,2020,12,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5813063,A,Bellmawr,2020,8,24,Unknown,U,White,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5814854,A,Bellmawr,2020,9,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5814867,A,Bellmawr,2020,9,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5815004,A,Bellmawr,2020,10,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5815005,A,Bellmawr,2020,10,24,Unknown,U,White,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5815228,A,Bellmawr,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5815334,A,Bellmawr,2020,10,24,Unknown,U,White,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,
5815364,A,Bellmawr,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5815378,A,Bellmawr,2020,10,24,Unknown,U,White,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,4,0,0,,,,,,,,,
5815447,A,Bellmawr,2020,10,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5815531,A,Bellmawr,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,,,,,,,,,
5815535,A,Bellmawr,2020,10,24,Unknown,U,Hispanic,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5815577,A,Bellmawr,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5816575,A,Bellmawr,2020,12,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,1,1,,0,0,0,0,0,0,0,1,,,,,,,,
5818562,B,Hope,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,3,3,1,0,0,1,0,4,0,1,2,,,,,,,,
5819783,B,Hope,2020,9,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,3,3,3,0,0,1,0,0,0,6,,,,,,,,,
5819955,B,Hope,2020,10,24,Unknown,U,Hispanic,1,0,1,1,1,0,0,0,0,1,2,2,2,1,0,1,0,0,0,1,,,,,,,,,
5820274,B,Hope,2020,10,24,Unknown,U,White,1,1,0,1,1,0,0,0,1,1,2,2,2,0,1,0,2,3,0,2,,,,,,,,,
5820276,B,Hope,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,
5820390,B,Hope,2020,10,24,Unknown,U,Black,1,0,0,1,1,0,0,1,1,1,3,3,3,0,0,5,0,1,0,5,,,,,,,,,
5821596,B,Hope,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,1,1,2,2,2,0,0,0,0,1,3,0,,,,,,,,,
5821656,B,Hope,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5822791,B,Sussex,2020,7,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5823237,B,Sussex,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5827003,B,Totowa,2020,7,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5829354,B,Totowa,2020,8,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2,0,0,0,2,,,,,,,,,
5829522,B,Totowa,2020,8,24,Unknown,U,Hispanic,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,2,1,2,0,1,,,,,,,,,
5830923,B,Totowa,2020,9,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,,,,,,,,,
5832928,B,Totowa,2020,10,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,3,0,1,0,1,,,,,,,,,
5833438,B,Totowa,2020,10,24,Unknown,U,Other,1,0,0,1,1,0,0,0,1,1,2,1,1,0,0,1,0,0,0,2,,,,,,,,,
5833461,B,Totowa,2020,10,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5834330,B,Totowa,2020,11,24,Unknown,U,Hispanic,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,,,,,,,,,
5834451,B,Totowa,2020,11,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5834562,B,Totowa,2020,11,24,Unknown,U,Other,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
5835069,B,Totowa,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5835808,B,Totowa,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5836169,B,Totowa,2020,12,24,Unknown,U,Hispanic,1,1,1,1,1,0,0,0,1,1,2,1,1,0,0,2,0,1,0,0,,,,,,,,,
5836796,B,Totowa,2020,12,24,Unknown,U,Hispanic,1,0,0,1,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,,,,,,,,,
5838006,B,Totowa,2020,12,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,1,1,4,4,1,0,0,1,0,1,0,0,3,,,,,,,,
5839333,B,Netcong,2020,7,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,2,2,2,1,0,2,0,0,0,0,,,,,,,,,
5839680,B,Netcong,2020,7,24,Unknown,U,Black,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,2,0,0,,,,,,,,,
5841454,B,Netcong,2020,8,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5841861,B,Netcong,2020,9,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,,,,,,,,,
5842297,B,Netcong,2020,9,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,,,,,,,,,
5842490,B,Netcong,2020,9,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,3,2,2,0,0,3,0,0,0,2,,,,,,,,,
5846061,B,Netcong,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,,,,,,
5846432,B,Netcong,2020,12,24,Unknown,U,White,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,
5847942,B,Perryville,2020,7,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
1014758,B,B Other,2020,5,23,No Enforcement,Y,White,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,39:4-98,39:4-98 RATES OF SPEED
5848331,B,Perryville,2020,7,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,2,2,2,0,0,2,2,2,0,0,,,,,,,,,
5849390,B,Perryville,2020,8,24,Unknown,U,Hispanic,1,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
5850750,B,Perryville,2020,9,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5851638,B,Perryville,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5852028,B,Perryville,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,2,2,2,0,1,0,0,3,0,0,,,,,,,,,
5852515,B,Perryville,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,
5853341,B,Perryville,2020,11,24,Unknown,U,White,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,
5857923,B,Somerville,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5858792,B,Somerville,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5858900,B,Somerville,2020,8,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5861853,B,Somerville,2020,9,24,Unknown,U,Asian,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,,,,,,,,,
5862026,B,Somerville,2020,10,24,Unknown,U,Black,1,0,1,1,1,0,0,0,0,1,2,2,2,1,0,1,2,4,1,1,,,,,,,,,
5862125,B,Somerville,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,2,0,0,2,0,,,,,,,,,
5863399,B,Somerville,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5864854,B,Somerville,2020,11,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5866655,B,Somerville,2020,12,24,Unknown,U,Hispanic,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,3,0,1,0,1,,,,,,,,,
5869927,B,Washington,2020,9,24,Unknown,U,White,1,1,0,1,1,1,0,0,1,1,4,4,4,0,0,0,0,3,0,4,,,,,,,,,
5870961,B,Washington,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5872266,B,Washington,2020,12,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,,,,,,
5877216,B,B Other,2020,12,24,Unknown,U,Black,1,0,0,1,1,0,0,0,1,1,2,2,2,0,0,4,0,0,6,4,,,,,,,,,
5878990,B,B Other,2020,8,24,Unknown,U,Hispanic,1,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,
5886006,C,Bordentown,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,
5886148,C,Bordentown,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,2,0,0,0,0,,,,,,,,,
5886321,C,Bordentown,2020,10,24,Unknown,U,Black,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,
5887087,C,Bordentown,2020,10,24,Unknown,U,Black,1,1,1,1,1,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,,,,,,,,,
5889145,C,Bordentown,2020,12,24,Unknown,U,Hispanic,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,,,,,,,,,
5889172,C,Bordentown,2020,12,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,,,,,,,,,
5894125,C,Kingwood,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5894237,C,Kingwood,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,4,4,4,0,0,2,0,4,0,0,,,,,,,,,
5895432,C,Hamilton,2020,7,24,Unknown,U,Black,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5895446,C,Hamilton,2020,7,24,Unknown,U,White,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5895870,C,Hamilton,2020,8,24,Unknown,U,Hispanic,1,1,0,1,1,0,1,0,0,1,6,1,1,0,0,1,0,0,0,2,,,,,,,,,
5896013,C,Hamilton,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5896248,C,Hamilton,2020,8,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,,,,,,,,,
5896342,C,Hamilton,2020,8,24,Unknown,U,Hispanic,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5896402,C,Hamilton,2020,8,24,Unknown,U,White,1,1,0,1,1,0,0,0,1,1,2,2,2,2,0,2,0,1,0,0,,,,,,,,,
5896538,C,Hamilton,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,3,0,0,,,,,,,,,
5898126,C,Hamilton,2020,9,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,1,1,2,2,1,0,0,0,1,1,0,0,1,,,,,,,,
5899747,C,Hamilton,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,,,,,,,,,
5900289,C,Hamilton,2020,10,24,Unknown,U,White,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,2,0,0,0,0,,,,,,,,,
5900315,C,Hamilton,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5900498,C,Hamilton,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,2,2,0,0,,,,,,,,,
5900867,C,Hamilton,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,,0,0,0,0,0,0,0,1,,,,,,,,
5903238,C,Red Lion,2020,8,24,Unknown,U,Black,1,0,0,1,1,0,0,0,1,1,2,2,2,0,0,4,0,1,0,6,,,,,,,,,
5906030,C,Red Lion,2020,10,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,,,,,,,,,
5906470,C,Red Lion,2020,11,24,Unknown,U,White,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5907024,C,Red Lion,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,,,,,,,,,
5911708,C,Tuckerton,2020,9,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,,,,,,
5917371,C,C Other,2020,10,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,3,3,,0,0,0,0,0,0,0,3,,,,,,,,
5918017,C,C Other,2020,9,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,2,2,,0,0,0,0,0,0,0,2,,,,,,,,
5918110,D,Cranbury,2020,7,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,,,,,,,,,
5918401,D,Cranbury,2020,7,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,1,1,1,2,2,2,0,0,3,0,0,0,1,,,,,,,,,
5918861,D,Cranbury,2020,7,24,Unknown,U,Hispanic,1,1,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,0,1,,,,,,,,,
5919567,D,Cranbury,2020,8,24,Unknown,U,Black,1,1,1,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,
5919721,D,Cranbury,2020,8,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,,,,,,,,,
5920678,D,Cranbury,2020,9,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,4,2,2,0,0,2,0,0,0,2,,,,,,,,,
5921546,D,Cranbury,2020,9,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,4,1,1,1,0,1,0,0,0,0,,,,,,,,,
5921583,D,Cranbury,2020,10,24,Unknown,U,Black,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,2,0,0,,,,,,,,,
5921750,D,Cranbury,2020,10,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5921830,D,Cranbury,2020,10,24,Unknown,U,White,1,0,0,1,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,,,,,,,,,
5923119,D,Cranbury,2020,11,24,Unknown,U,Hispanic,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
5923652,D,Cranbury,2020,11,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,,,,,,,,,
5923734,D,Cranbury,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,1,0,1,1,2,2,2,0,0,2,0,0,0,6,,,,,,,,,
5924436,D,Cranbury,2020,12,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5925123,D,Cranbury,2020,12,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,,,,,,,,,
5925794,D,Moorestown,2020,7,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,2,2,2,0,0,1,0,4,0,0,,,,,,,,,
5927428,D,Moorestown,2020,9,24,Unknown,U,White,1,0,0,1,1,0,0,0,0,1,1,1,,0,0,0,0,0,0,0,1,,,,,,,,
5928499,D,Moorestown,2020,9,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,2,2,2,1,0,2,0,4,3,0,,,,,,,,,
5929452,D,Moorestown,2020,10,24,Unknown,U,Black,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,,,,,,,,,
5929796,D,Moorestown,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,2,0,0,0,0,,,,,,,,,
5931484,D,Moorestown,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5933639,D,Newark,2020,7,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5933785,D,Newark,2020,8,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,1,1,2,2,2,1,0,5,2,3,0,0,,,,,,,,,
5934076,D,Newark,2020,8,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,,,,,,,,,
5934865,D,Newark,2020,9,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,5,1,1,0,0,1,0,1,0,0,,,,,,,,,
5935304,D,Newark,2020,9,24,Unknown,U,White,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,,,,,,,,,
5935412,D,Newark,2020,9,24,Unknown,U,White,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
5936053,D,Newark,2020,10,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,3,3,3,0,1,1,1,3,1,0,,,,,,,,,
5937646,D,Newark,2020,11,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,1,1,2,2,2,0,0,1,1,2,0,0,,,,,,,,,
5941590,D,Galloway,2020,7,24,Unknown,U,Hispanic,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5941715,D,Galloway,2020,7,24,Unknown,U,White,1,0,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5941985,D,Galloway,2020,7,24,Unknown,U,Hispanic,1,1,1,1,1,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,,,,,,,,,
5942445,D,Galloway,2020,8,24,Unknown,U,White,1,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,,,,,,,,,
5942496,D,Galloway,2020,8,24,Unknown,U,Hispanic,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5943185,D,Galloway,2020,8,24,Unknown,U,Hispanic,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5945980,D,Galloway,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,,,,,,,,,
5949557,D,Bloomfield,2020,8,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,,,,,,,,,
5953617,D,Bloomfield,2020,11,24,Unknown,U,Black,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
5953755,D,Bloomfield,2020,11,24,Unknown,U,White,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,
5954283,D,Bloomfield,2020,11,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5954961,D,Bloomfield,2020,12,24,Unknown,U,Black,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,,,,,,
5956194,D,Holmdel,2020,8,24,Unknown,U,Black,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,
5956578,D,Holmdel,2020,8,24,Unknown,U,White,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,,,,,,,,,
5956900,D,Holmdel,2020,8,24,Unknown,U,Asian,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,,,,,,,,,
5969596,Other,Other,2020,12,24,Unknown,U,White,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
